cgpa,aptitude_score,coding_score,dsa_score,communication_score,attendance_percentage,projects_count,certifications_count,age,branch,degree,city_tier,college_tier,gender,internship_experience,backlog_history,placement_status,target
7.63,48,45,51,87,88.31,1,1,22,ECE,B.Tech,Tier 1,Tier 3,Male,Yes,0,Not Placed,0
7.19,62,89,86,53,75.67,5,2,23,CSE,B.Tech,Tier 2,Tier 1,Female,No,0,Placed,1
7.09,43,47,70,73,88.06,4,1,20,Data Science,B.Tech,Tier 2,Tier 1,Male,Yes,0,Placed,1
7.36,67,46,59,76,88.63,3,0,23,ECE,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
8.27,71,80,91,66,82.21,1,2,21,ISE,B.Tech,Tier 2,Tier 3,Female,Yes,0,Placed,1
6.21,66,56,53,71,78.23,0,0,24,Data Science,B.Tech,Tier 1,Tier 3,Male,Yes,0,Placed,1
8.52,86,89,83,70,85.44,5,1,22,ISE,B.Tech,Tier 2,Tier 1,Male,No,0,Placed,1
8.23,95,79,77,69,67.05,2,2,21,Data Science,B.E.,Tier 2,Tier 2,Male,Yes,0,Placed,1
7.97,79,44,84,58,84.29,1,3,21,AI & ML,B.E.,Tier 1,Tier 3,Male,Yes,0,Not Placed,0
8.02,41,49,66,81,88.93,3,7,24,ECE,B.Tech,Tier 3,Tier 2,Female,Yes,0,Placed,1
7.65,60,76,52,39,100.0,2,3,21,Data Science,B.Tech,Tier 3,Tier 3,Male,Yes,0,Placed,1
9.13,80,50,69,65,80.27,0,4,22,ISE,B.Tech,Tier 1,Tier 2,Male,No,0,Not Placed,0
8.71,82,66,63,65,68.15,0,2,22,CSE,B.Tech,Tier 2,Tier 2,Female,Yes,2,Not Placed,0
9.2,79,80,72,72,88.4,1,1,21,Data Science,B.Tech,Tier 2,Tier 1,Male,No,0,Placed,1
8.15,85,94,73,95,83.81,0,3,24,CSE,B.Tech,Tier 1,Tier 3,Female,Yes,0,Placed,1
5.94,49,54,75,62,73.97,1,2,21,AI & ML,B.Tech,Tier 2,Tier 2,Male,Yes,0,Not Placed,0
7.85,89,83,89,69,78.34,1,6,22,ISE,B.Tech,Tier 3,Tier 1,Female,No,2,Placed,1
7.64,78,73,57,59,83.55,1,2,20,CSE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
8.8,67,61,76,77,87.49,3,4,23,AI & ML,B.Tech,Tier 3,Tier 3,Female,No,0,Placed,1
6.29,65,49,45,97,87.27,5,0,22,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,1,Not Placed,0
7.18,41,73,69,56,86.98,2,2,24,CSE,B.E.,Tier 1,Tier 1,Male,No,0,Not Placed,0
7.58,67,51,77,57,90.71,0,2,24,ECE,B.Tech,Tier 1,Tier 2,Male,No,3,Not Placed,0
8.54,54,44,69,65,78.82,0,1,21,Mechanical,B.Tech,Tier 1,Tier 3,Female,No,1,Not Placed,0
7.16,71,64,77,69,73.6,1,1,24,CSE,B.E.,Tier 3,Tier 1,Male,Yes,0,Not Placed,0
6.89,61,59,42,83,80.15,3,1,21,AI & ML,B.Tech,Tier 2,Tier 2,Female,No,1,Placed,1
7.53,63,58,42,62,90.17,1,6,22,ECE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
8.11,95,87,69,78,72.93,4,3,23,EEE,B.E.,Tier 2,Tier 2,Female,Yes,0,Placed,1
7.49,69,60,70,54,78.15,4,0,23,AI & ML,B.E.,Tier 3,Tier 3,Male,Yes,0,Placed,1
7.71,65,79,89,55,71.09,3,3,21,CSE,B.Tech,Tier 1,Tier 3,Male,No,0,Placed,1
7.92,62,87,74,34,85.0,1,1,22,CSE,B.E.,Tier 3,Tier 1,Female,Yes,1,Placed,1
7.96,57,40,68,54,89.9,0,3,20,ECE,B.E.,Tier 3,Tier 2,Male,No,0,Not Placed,0
7.58,85,72,76,75,86.25,3,1,24,Civil,B.Tech,Tier 1,Tier 3,Male,Yes,0,Placed,1
7.83,63,89,61,58,77.86,2,0,22,Mechanical,B.Tech,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
8.3,81,77,58,77,82.05,2,1,23,ECE,B.Tech,Tier 3,Tier 3,Female,Yes,1,Not Placed,0
7.84,69,61,82,80,80.7,2,3,23,CSE,B.E.,Tier 3,Tier 2,Male,Yes,1,Placed,1
7.16,52,54,70,69,72.27,1,5,20,ECE,B.E.,Tier 2,Tier 2,Male,No,1,Placed,1
6.46,52,62,59,61,86.8,2,1,21,Data Science,B.E.,Tier 2,Tier 2,Male,No,0,Placed,1
6.86,57,100,61,56,69.1,0,1,22,CSE,B.Tech,Tier 2,Tier 1,Female,Yes,0,Placed,1
6.9,51,61,57,85,80.88,4,4,22,ECE,B.E.,Tier 2,Tier 2,Male,Yes,0,Not Placed,0
7.82,92,65,72,56,69.22,5,3,24,CSE,B.Tech,Tier 1,Tier 2,Male,No,1,Placed,1
7.9,70,68,76,62,81.58,0,2,24,Data Science,B.E.,Tier 2,Tier 2,Female,Yes,0,Placed,1
8.0,69,86,66,66,84.63,1,3,22,Data Science,B.Tech,Tier 2,Tier 2,Male,Yes,1,Placed,1
8.1,69,80,57,83,93.24,4,2,23,ISE,B.E.,Tier 2,Tier 2,Male,Yes,0,Not Placed,0
7.74,82,88,79,50,86.9,4,2,24,CSE,B.Tech,Tier 1,Tier 2,Female,Yes,3,Placed,1
7.04,78,67,81,84,77.69,1,1,20,ISE,B.Tech,Tier 2,Tier 3,Female,No,0,Placed,1
7.4,41,91,72,86,82.0,4,1,21,CSE,B.E.,Tier 2,Tier 2,Male,Yes,0,Placed,1
8.87,66,72,44,62,78.16,1,3,24,CSE,B.Tech,Tier 3,Tier 2,Female,No,1,Placed,1
7.69,61,52,38,58,57.11,4,0,24,ISE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
7.7,75,50,77,61,83.51,2,1,24,Mechanical,B.E.,Tier 2,Tier 3,Male,Yes,0,Placed,1
6.37,70,63,70,74,61.06,3,2,21,AI & ML,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
6.94,71,68,55,84,91.01,4,4,20,ECE,B.E.,Tier 2,Tier 3,Male,Yes,0,Placed,1
7.55,77,75,77,68,84.14,2,0,24,CSE,B.E.,Tier 1,Tier 1,Female,No,0,Placed,1
8.58,100,72,45,49,78.67,2,2,21,ISE,B.Tech,Tier 1,Tier 1,Male,No,0,Placed,1
8.73,83,100,80,66,86.33,5,3,21,CSE,B.Tech,Tier 2,Tier 1,Female,Yes,1,Placed,1
6.27,57,58,62,73,94.58,1,1,24,Mechanical,B.Tech,Tier 2,Tier 1,Female,Yes,0,Not Placed,0
7.66,87,74,44,93,73.99,1,1,24,AI & ML,B.Tech,Tier 3,Tier 1,Male,No,0,Not Placed,0
7.3,74,66,77,66,82.07,3,2,23,CSE,B.E.,Tier 2,Tier 3,Male,Yes,0,Placed,1
8.63,62,82,58,75,90.7,1,0,20,Civil,B.Tech,Tier 2,Tier 3,Male,No,0,Not Placed,0
8.86,66,77,80,67,66.14,2,5,24,ECE,B.E.,Tier 1,Tier 2,Male,No,0,Placed,1
6.87,80,50,64,77,91.4,2,3,20,AI & ML,B.Tech,Tier 3,Tier 3,Male,Yes,0,Not Placed,0
7.96,65,54,53,80,81.23,0,1,24,AI & ML,B.E.,Tier 2,Tier 3,Female,Yes,0,Placed,1
8.51,70,58,62,63,91.02,2,2,22,CSE,B.Tech,Tier 3,Tier 2,Male,No,0,Placed,1
8.37,94,83,76,47,85.47,2,2,21,ISE,B.Tech,Tier 2,Tier 1,Male,No,2,Not Placed,0
6.53,56,60,47,72,75.46,1,1,22,Civil,B.Tech,Tier 2,Tier 2,Male,No,0,Not Placed,0
6.89,76,63,66,81,80.74,0,4,22,ECE,B.Tech,Tier 1,Tier 2,Female,Yes,2,Not Placed,0
8.3,64,60,46,47,89.3,0,3,24,EEE,B.E.,Tier 2,Tier 2,Male,No,0,Not Placed,0
8.38,43,74,70,58,77.54,2,3,23,CSE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
8.57,85,56,69,55,81.18,3,0,22,ECE,B.Tech,Tier 3,Tier 3,Male,Yes,0,Placed,1
7.39,52,75,70,92,80.98,0,0,23,AI & ML,B.E.,Tier 2,Tier 1,Male,No,0,Not Placed,0
7.97,78,60,68,60,90.05,3,4,20,ECE,B.Tech,Tier 2,Tier 1,Female,No,3,Not Placed,0
9.62,75,100,79,82,84.66,3,3,22,CSE,B.Tech,Tier 3,Tier 2,Female,Yes,1,Placed,1
7.9,64,79,86,95,98.17,0,2,22,Data Science,B.Tech,Tier 1,Tier 2,Male,No,2,Placed,1
9.35,69,92,54,84,81.59,1,1,21,ECE,B.Tech,Tier 1,Tier 3,Male,Yes,0,Placed,1
7.3,64,82,55,77,84.11,3,1,23,Data Science,B.Tech,Tier 2,Tier 3,Female,No,0,Not Placed,0
9.44,57,51,61,52,70.64,2,3,20,AI & ML,B.Tech,Tier 1,Tier 3,Female,No,0,Not Placed,0
8.74,66,73,63,73,75.43,3,3,23,Mechanical,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
7.84,85,52,73,62,72.92,2,2,21,Civil,B.Tech,Tier 2,Tier 2,Female,Yes,3,Placed,1
7.06,74,71,40,57,76.19,2,4,24,AI & ML,B.Tech,Tier 3,Tier 3,Male,No,1,Not Placed,0
8.64,79,59,26,75,95.61,4,3,21,EEE,B.Tech,Tier 1,Tier 1,Male,Yes,0,Placed,1
6.8,60,66,18,71,80.11,1,1,21,EEE,B.Tech,Tier 2,Tier 2,Male,No,1,Placed,1
8.82,58,81,98,61,79.2,1,0,21,AI & ML,B.Tech,Tier 3,Tier 2,Female,Yes,0,Placed,1
8.77,65,83,80,74,100.0,3,0,23,CSE,B.Tech,Tier 1,Tier 3,Male,No,0,Not Placed,0
8.39,70,90,56,73,98.4,3,2,22,AI & ML,B.E.,Tier 3,Tier 2,Male,No,0,Not Placed,0
7.82,48,90,69,56,100.0,3,1,20,AI & ML,B.Tech,Tier 2,Tier 3,Male,Yes,0,Not Placed,0
8.91,77,85,33,93,68.51,5,3,21,CSE,B.E.,Tier 2,Tier 1,Female,Yes,1,Placed,1
6.67,66,74,63,62,79.28,0,1,24,CSE,B.Tech,Tier 2,Tier 1,Female,Yes,1,Not Placed,0
6.87,84,68,72,62,89.59,1,3,21,ECE,B.Tech,Tier 2,Tier 3,Male,No,0,Placed,1
8.46,83,89,79,73,86.78,0,1,24,Mechanical,B.Tech,Tier 1,Tier 1,Male,Yes,0,Not Placed,0
7.83,90,76,57,91,71.95,2,2,22,CSE,B.E.,Tier 1,Tier 2,Female,Yes,0,Placed,1
8.26,91,72,67,79,81.35,2,5,21,CSE,B.E.,Tier 2,Tier 2,Female,Yes,0,Placed,1
9.09,69,65,75,55,70.47,4,4,23,CSE,B.Tech,Tier 2,Tier 3,Female,No,0,Not Placed,0
7.96,80,91,71,61,84.18,2,3,24,Data Science,B.Tech,Tier 1,Tier 2,Male,Yes,0,Not Placed,0
9.14,74,79,93,74,72.51,3,3,23,Data Science,B.Tech,Tier 2,Tier 3,Female,Yes,1,Placed,1
7.52,80,76,73,39,80.55,0,2,23,Civil,B.Tech,Tier 3,Tier 2,Female,Yes,0,Not Placed,0
7.41,83,63,56,78,97.64,4,1,21,Data Science,B.E.,Tier 1,Tier 1,Female,Yes,0,Placed,1
6.09,41,56,71,77,78.32,2,2,24,ECE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
6.61,55,92,56,58,92.19,3,4,21,CSE,B.Tech,Tier 1,Tier 2,Female,Yes,0,Placed,1
7.48,84,72,70,61,92.0,2,1,24,Data Science,B.Tech,Tier 1,Tier 2,Female,Yes,0,Placed,1
8.8,93,61,36,46,87.89,1,1,20,Mechanical,B.Tech,Tier 3,Tier 2,Female,Yes,1,Not Placed,0
7.8,71,60,42,73,85.95,1,1,21,Data Science,B.Tech,Tier 3,Tier 3,Female,No,0,Not Placed,0
10.0,87,90,65,87,78.14,1,0,21,AI & ML,B.E.,Tier 1,Tier 3,Female,No,0,Placed,1
10.0,83,70,79,62,67.69,2,3,20,CSE,B.E.,Tier 3,Tier 1,Male,Yes,1,Placed,1
8.11,66,90,71,71,85.18,3,2,21,AI & ML,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
8.27,77,45,65,75,84.43,1,3,21,Data Science,B.Tech,Tier 3,Tier 3,Male,Yes,1,Not Placed,0
7.54,43,82,48,67,95.12,2,2,24,EEE,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
7.28,37,78,51,73,82.85,1,2,24,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
7.95,72,45,55,62,82.3,2,1,22,ECE,B.E.,Tier 2,Tier 1,Male,Yes,3,Not Placed,0
6.93,73,50,44,57,94.44,3,3,23,EEE,B.Tech,Tier 3,Tier 1,Male,No,2,Not Placed,0
7.89,97,84,73,59,81.92,5,5,24,ISE,B.E.,Tier 1,Tier 3,Male,Yes,0,Placed,1
8.85,75,87,45,71,72.29,2,1,23,EEE,B.Tech,Tier 1,Tier 3,Male,Yes,0,Placed,1
7.93,40,82,86,41,71.34,2,4,21,Data Science,B.Tech,Tier 2,Tier 2,Male,No,0,Placed,1
7.68,64,71,63,52,77.87,1,4,20,Data Science,B.Tech,Tier 1,Tier 3,Female,No,0,Placed,1
8.6,84,82,78,83,89.4,4,1,20,CSE,B.Tech,Tier 3,Tier 2,Female,No,2,Placed,1
6.45,68,53,69,74,74.27,3,0,21,AI & ML,B.Tech,Tier 2,Tier 2,Male,Yes,1,Not Placed,0
7.9,75,48,62,76,91.33,4,1,20,Mechanical,B.Tech,Tier 3,Tier 1,Female,Yes,2,Placed,1
7.0,75,36,37,81,92.77,3,2,24,CSE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
7.87,74,72,27,48,82.02,2,1,22,ECE,B.Tech,Tier 1,Tier 3,Female,Yes,0,Placed,1
7.16,65,62,75,67,72.31,4,4,24,CSE,B.Tech,Tier 2,Tier 2,Female,Yes,3,Placed,1
8.92,66,81,66,66,87.6,1,5,23,EEE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Not Placed,0
8.92,78,73,71,74,89.3,1,1,24,CSE,B.Tech,Tier 2,Tier 2,Female,No,0,Not Placed,0
8.48,95,61,68,52,80.7,4,1,21,ECE,B.Tech,Tier 3,Tier 3,Male,Yes,1,Not Placed,0
7.67,65,70,95,52,79.1,1,1,24,Data Science,B.E.,Tier 2,Tier 1,Male,Yes,1,Not Placed,0
6.82,86,87,74,76,100.0,2,2,22,EEE,B.E.,Tier 2,Tier 3,Male,Yes,1,Not Placed,0
8.17,68,81,96,60,88.97,3,1,24,CSE,B.Tech,Tier 3,Tier 1,Female,No,0,Placed,1
7.23,66,80,75,45,81.19,1,2,21,AI & ML,B.E.,Tier 1,Tier 1,Male,No,0,Not Placed,0
9.96,83,100,73,79,85.75,1,2,21,ISE,B.Tech,Tier 1,Tier 2,Male,No,0,Placed,1
8.67,59,91,58,49,77.97,1,0,22,Data Science,B.Tech,Tier 3,Tier 2,Female,Yes,0,Placed,1
9.01,55,67,73,43,65.84,2,2,23,Data Science,B.Tech,Tier 3,Tier 3,Female,Yes,0,Placed,1
8.65,65,77,82,48,73.44,0,1,24,CSE,B.E.,Tier 3,Tier 2,Female,Yes,0,Placed,1
7.29,80,79,78,47,86.97,2,1,23,CSE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
6.6,80,61,60,80,72.52,2,0,24,CSE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
8.73,67,100,67,54,82.33,2,2,20,CSE,B.Tech,Tier 1,Tier 3,Female,Yes,0,Placed,1
7.15,56,41,51,68,82.74,4,3,20,ECE,B.Tech,Tier 2,Tier 2,Male,No,2,Placed,1
6.67,57,68,86,84,81.28,1,0,20,CSE,B.Tech,Tier 1,Tier 3,Female,No,2,Not Placed,0
8.76,56,88,72,52,88.66,1,1,23,Data Science,B.Tech,Tier 1,Tier 3,Female,No,0,Placed,1
7.42,62,63,54,55,75.73,2,4,20,ISE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Not Placed,0
7.8,80,77,54,68,93.75,4,2,22,EEE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
7.28,57,74,66,61,69.48,0,3,22,AI & ML,B.Tech,Tier 1,Tier 3,Male,No,0,Placed,1
8.45,78,62,60,82,79.21,5,3,23,EEE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Not Placed,0
8.31,67,68,47,58,83.53,2,0,20,CSE,B.Tech,Tier 2,Tier 2,Male,Yes,1,Placed,1
9.74,100,76,87,44,84.67,2,2,24,ISE,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
6.16,58,39,44,77,63.07,4,1,22,AI & ML,B.Tech,Tier 1,Tier 3,Male,Yes,1,Placed,1
7.48,62,47,46,84,100.0,0,3,24,ECE,B.Tech,Tier 2,Tier 3,Other,Yes,1,Not Placed,0
9.93,76,88,82,65,89.93,3,1,23,EEE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
5.9,52,79,65,61,73.08,1,1,24,CSE,B.E.,Tier 3,Tier 2,Other,Yes,0,Not Placed,0
8.58,88,55,91,57,76.9,1,2,24,ECE,B.E.,Tier 3,Tier 3,Male,Yes,0,Not Placed,0
6.95,57,52,62,75,69.91,2,0,24,EEE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Not Placed,0
8.24,58,72,29,59,77.72,1,1,20,ECE,B.Tech,Tier 3,Tier 2,Male,Yes,0,Not Placed,0
7.73,68,70,66,70,81.98,2,1,24,ECE,B.Tech,Tier 1,Tier 3,Male,No,0,Not Placed,0
6.9,60,46,70,49,87.16,1,5,23,Mechanical,B.Tech,Tier 3,Tier 3,Female,Yes,0,Not Placed,0
7.7,82,57,79,63,82.02,3,2,22,ECE,B.E.,Tier 2,Tier 2,Male,Yes,0,Placed,1
8.72,61,65,62,71,88.73,3,2,20,Mechanical,B.E.,Tier 1,Tier 2,Male,Yes,0,Placed,1
7.13,71,59,80,46,84.72,3,4,24,CSE,B.Tech,Tier 2,Tier 1,Male,Yes,0,Placed,1
7.76,81,98,64,94,90.42,2,3,22,CSE,B.Tech,Tier 3,Tier 1,Male,Yes,0,Placed,1
6.9,58,44,60,60,86.61,4,0,20,Mechanical,B.E.,Tier 2,Tier 3,Male,Yes,0,Not Placed,0
7.96,70,54,49,87,76.13,2,5,23,Data Science,B.Tech,Tier 3,Tier 1,Male,Yes,0,Placed,1
7.94,88,87,91,99,88.29,3,0,24,Civil,B.Tech,Tier 1,Tier 3,Male,No,0,Placed,1
7.38,68,68,72,53,91.41,4,4,22,CSE,B.Tech,Tier 3,Tier 1,Male,Yes,0,Placed,1
7.68,64,72,51,54,99.9,1,3,21,Mechanical,B.Tech,Tier 1,Tier 1,Female,No,0,Not Placed,0
7.85,64,71,74,78,82.84,3,2,21,AI & ML,B.E.,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
7.92,73,100,80,69,79.44,1,0,21,Data Science,B.Tech,Tier 2,Tier 1,Male,Yes,1,Placed,1
8.72,74,87,68,54,87.2,3,0,23,CSE,B.Tech,Tier 2,Tier 3,Female,Yes,0,Placed,1
7.32,78,64,63,80,69.27,3,3,24,Civil,B.Tech,Tier 1,Tier 3,Male,No,0,Placed,1
5.86,66,76,69,60,83.31,3,1,24,CSE,B.Tech,Tier 2,Tier 3,Male,No,1,Placed,1
7.47,66,75,46,86,77.32,2,3,20,Data Science,B.E.,Tier 3,Tier 2,Male,No,0,Not Placed,0
7.45,67,64,69,60,83.17,4,2,20,CSE,B.E.,Tier 1,Tier 3,Female,Yes,0,Placed,1
8.78,61,66,58,66,78.6,1,4,24,AI & ML,B.E.,Tier 3,Tier 3,Male,Yes,1,Not Placed,0
7.67,84,59,49,75,82.59,1,1,20,ECE,B.Tech,Tier 3,Tier 3,Female,Yes,0,Not Placed,0
7.94,58,64,61,63,79.55,1,1,20,Mechanical,B.Tech,Tier 2,Tier 2,Male,Yes,1,Placed,1
8.3,66,91,80,69,80.84,3,1,21,CSE,B.E.,Tier 3,Tier 3,Male,No,0,Placed,1
6.77,69,61,82,61,65.29,4,2,20,Mechanical,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
7.88,86,90,92,87,75.65,1,1,20,CSE,B.E.,Tier 3,Tier 3,Male,Yes,0,Not Placed,0
7.32,26,80,76,69,84.26,1,2,24,CSE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
8.69,61,90,87,91,78.07,2,4,21,Mechanical,B.Tech,Tier 1,Tier 2,Male,Yes,1,Placed,1
6.49,69,83,50,81,79.83,1,3,22,CSE,B.Tech,Tier 3,Tier 1,Female,No,0,Placed,1
7.77,56,79,78,70,71.68,2,2,23,ISE,B.E.,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
6.51,91,33,56,57,90.43,4,3,21,Civil,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
8.42,65,78,67,39,97.32,4,1,24,EEE,B.E.,Tier 3,Tier 2,Male,No,0,Placed,1
6.62,57,74,66,63,77.81,3,4,21,CSE,B.Tech,Tier 1,Tier 2,Male,No,0,Not Placed,0
7.93,61,92,35,40,81.75,2,2,20,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
8.8,70,52,76,65,84.16,4,4,21,CSE,B.Tech,Tier 2,Tier 1,Female,Yes,0,Placed,1
7.0,52,85,63,58,91.96,1,4,23,CSE,B.E.,Tier 2,Tier 2,Male,Yes,0,Placed,1
6.44,82,84,93,74,78.62,3,2,22,ECE,B.Tech,Tier 2,Tier 1,Male,Yes,0,Placed,1
8.07,95,63,65,81,100.0,1,3,22,AI & ML,B.Tech,Tier 2,Tier 1,Other,Yes,0,Placed,1
8.87,78,67,50,85,75.24,5,1,24,Data Science,B.Tech,Tier 3,Tier 3,Male,Yes,1,Not Placed,0
7.68,100,59,75,84,83.15,0,4,24,ECE,B.Tech,Tier 1,Tier 1,Female,No,2,Not Placed,0
7.36,52,86,68,82,74.46,2,3,21,AI & ML,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
8.23,78,75,98,42,62.21,0,2,21,ECE,B.Tech,Tier 3,Tier 2,Male,No,0,Placed,1
9.34,75,96,65,73,79.4,2,1,21,ECE,B.Tech,Tier 2,Tier 3,Male,No,0,Placed,1
9.01,90,70,54,52,81.01,2,2,21,Data Science,B.Tech,Tier 3,Tier 3,Male,No,1,Placed,1
6.44,54,79,48,65,81.16,1,2,24,Data Science,B.E.,Tier 2,Tier 1,Male,Yes,0,Not Placed,0
7.11,66,54,68,55,81.2,4,1,23,CSE,B.E.,Tier 3,Tier 3,Male,Yes,0,Placed,1
8.68,69,65,70,79,86.5,1,2,23,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,1,Not Placed,0
7.39,51,78,78,63,75.15,2,1,21,Data Science,B.Tech,Tier 1,Tier 3,Male,Yes,0,Not Placed,0
6.26,58,44,77,69,81.7,3,3,21,CSE,B.Tech,Tier 1,Tier 3,Female,Yes,0,Placed,1
7.43,72,67,72,55,70.67,1,2,24,ISE,B.Tech,Tier 2,Tier 1,Female,Yes,0,Placed,1
8.11,64,100,100,63,78.97,0,0,23,CSE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
7.54,83,59,72,66,73.64,0,1,20,EEE,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
8.71,75,96,93,67,76.22,5,0,22,CSE,B.Tech,Tier 1,Tier 3,Male,No,0,Not Placed,0
7.51,61,95,95,63,85.94,2,3,22,AI & ML,B.Tech,Tier 1,Tier 2,Female,Yes,0,Not Placed,0
7.14,65,56,63,73,83.35,3,4,22,Data Science,B.Tech,Tier 3,Tier 3,Male,Yes,0,Placed,1
6.83,70,55,73,54,86.92,0,2,23,Mechanical,B.Tech,Tier 2,Tier 3,Other,Yes,0,Not Placed,0
9.47,61,94,40,54,59.91,3,2,20,AI & ML,B.E.,Tier 3,Tier 2,Male,No,0,Placed,1
7.77,64,58,76,59,79.05,2,0,20,Civil,B.Tech,Tier 2,Tier 2,Male,Yes,1,Placed,1
9.45,97,76,61,71,76.98,0,1,21,CSE,B.Tech,Tier 3,Tier 3,Male,No,0,Placed,1
8.09,39,67,46,70,76.06,1,2,21,ISE,B.Tech,Tier 3,Tier 2,Female,No,0,Placed,1
8.41,85,79,69,69,85.67,0,2,22,ECE,B.E.,Tier 3,Tier 2,Male,No,0,Not Placed,0
7.38,83,74,61,67,100.0,2,3,22,EEE,B.Tech,Tier 2,Tier 2,Male,No,0,Placed,1
8.15,61,67,88,62,83.89,1,1,21,AI & ML,B.Tech,Tier 1,Tier 2,Male,No,0,Placed,1
7.29,66,64,71,56,82.25,4,3,24,CSE,B.E.,Tier 2,Tier 2,Female,Yes,0,Placed,1
7.41,78,90,54,63,90.88,2,0,21,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
6.98,59,52,82,65,100.0,3,2,21,Civil,B.E.,Tier 3,Tier 2,Male,No,0,Placed,1
8.34,90,98,100,77,86.3,0,2,20,CSE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Not Placed,0
7.7,80,82,65,56,77.73,2,4,23,Mechanical,B.E.,Tier 2,Tier 3,Female,Yes,1,Not Placed,0
6.92,42,96,69,66,84.51,1,1,22,AI & ML,B.Tech,Tier 1,Tier 2,Male,Yes,0,Not Placed,0
7.43,80,60,76,80,89.7,2,4,23,EEE,B.Tech,Tier 2,Tier 2,Female,No,0,Not Placed,0
7.33,60,34,28,59,77.42,3,0,20,EEE,B.Tech,Tier 1,Tier 1,Female,No,0,Not Placed,0
7.52,47,48,70,65,80.85,4,0,22,ECE,B.E.,Tier 2,Tier 2,Female,Yes,0,Placed,1
8.03,60,86,48,74,73.56,2,1,21,CSE,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
6.78,56,46,51,44,90.21,2,1,21,CSE,B.Tech,Tier 3,Tier 1,Female,No,1,Not Placed,0
7.93,76,58,59,58,89.73,1,5,24,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Not Placed,0
8.22,66,81,48,43,78.58,3,0,23,Data Science,B.E.,Tier 2,Tier 2,Male,Yes,1,Not Placed,0
9.56,79,89,99,67,73.42,2,1,21,Data Science,B.Tech,Tier 1,Tier 2,Female,No,0,Placed,1
9.6,98,100,65,62,73.57,1,1,23,EEE,B.Tech,Tier 2,Tier 1,Male,No,0,Placed,1
6.6,54,46,78,67,87.89,1,2,21,AI & ML,B.Tech,Tier 1,Tier 2,Male,No,0,Not Placed,0
8.53,61,86,55,74,89.27,4,3,24,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,2,Placed,1
9.08,67,100,79,64,86.73,2,2,20,CSE,B.Tech,Tier 2,Tier 1,Male,Yes,0,Placed,1
7.29,78,37,76,49,81.95,1,2,24,ECE,B.Tech,Tier 2,Tier 1,Male,Yes,0,Placed,1
6.49,63,50,50,69,74.23,0,4,23,ECE,B.Tech,Tier 1,Tier 2,Male,No,2,Placed,1
7.11,64,58,61,68,100.0,3,3,24,Civil,B.Tech,Tier 1,Tier 1,Male,No,0,Not Placed,0
7.58,71,72,81,54,86.89,4,3,22,CSE,B.Tech,Tier 1,Tier 2,Female,No,0,Placed,1
6.07,47,67,64,85,79.0,2,2,24,CSE,B.Tech,Tier 3,Tier 3,Female,Yes,2,Placed,1
7.91,51,59,35,58,75.71,2,2,23,Data Science,B.E.,Tier 3,Tier 3,Female,No,0,Placed,1
9.56,79,99,84,75,90.6,1,2,20,Data Science,B.Tech,Tier 2,Tier 2,Male,No,0,Not Placed,0
